tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_type,dog_breed,confidence,dog_stage,retweet_count,favorite_count,source
819006400881917954,2017-01-11 02:21:57,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet ,14,10,Sunny,Not Dog,Unknown,0.9071,doggo,20329,47395,Twitter for iPhone
819004803107983360,2017-01-11 02:15:36,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet ,14,10,Bo,Dog,Standard Poodle,0.3513,doggo,39450,90936,Twitter for iPhone
817777686764523521,2017-01-07 16:59:28,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) ",13,10,Dido,Dog,Curly Coated Retriever,0.7333,doggo,2873,11233,Twitter for iPhone
813910438903693312,2016-12-28 00:52:25,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist ,11,10,Chubbs,Dog,Siberian Husky,0.6994,doggo,2007,9777,Twitter for iPhone
813202720496779264,2016-12-26 02:00:11,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 ,11,10,None,Dog,Cocker Spaniel,0.7019,doggo,1939,9670,Twitter for iPhone
813127251579564032,2016-12-25 21:00:18,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup ,11,10,None,Dog,Norwegian Elkhound,0.4324,doggo,3370,12459,Twitter for iPhone
813096984823349248,2016-12-25 19:00:02,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him ,11,10,Rocky,Dog,Great Dane,0.1281,doggo,3869,11075,Twitter for iPhone
808106460588765185,2016-12-12 00:29:28,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time ,12,10,None,Dog,Golden Retriever,0.4262,doggo,2371,9228,Twitter for iPhone
801115127852503040,2016-11-22 17:28:25,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine ,12,10,Bones,Dog,Dalmatian,0.8234,doggo,2257,8533,Twitter for iPhone
800018252395122689,2016-11-19 16:49:49,Here's a doggo doin a struggle. 11/10 much determined ,11,10,None,Not Dog,Unknown,0.2895,doggo,14219,29964,Twitter for iPhone
799757965289017345,2016-11-18 23:35:32,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back ,13,10,Sobe,Dog,Border Collie,0.4425,doggo,2333,8855,Twitter for iPhone
796484825502875648,2016-11-09 22:49:15,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere ,12,10,None,Might Dog,Unknown,0.1075,doggo,1899,8008,Twitter for iPhone
795464331001561088,2016-11-07 03:14:10,Elder doggo does a splash. Both 13/10 incredible stuff ,13,10,None,Dog,Golden Retriever,0.1931,doggo,25685,52535,Twitter for iPhone
786363235746385920,2016-10-13 00:29:39,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af ,13,10,Rizzo,Dog,Golden Retriever,0.9293,doggo,3767,11480,Twitter for iPhone
785639753186217984,2016-10-11 00:34:48,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously ,10,10,Pinot,Not Dog,Unknown,0.978,doggo,2390,8227,Twitter for iPhone
782747134529531904,2016-10-03 01:00:34,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back ,11,10,Deacon,Dog,Golden Retriever,0.5607,doggo,1502,7857,Twitter for iPhone
782305867769217024,2016-10-01 19:47:08,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes ,12,10,Sampson,Dog,Briard,0.5044,doggo,5983,17504,Twitter for iPhone
781655249211752448,2016-09-30 00:41:48,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10 ,11,10,Combo,,,,doggo,1203,4201,Vine - Make a Scene
781308096455073793,2016-09-29 01:42:20,"Pupper butt 1, Doggo 0. Both 12/10 ",12,10,None,,,,doggo,2730,7492,Vine - Make a Scene
780074436359819264,2016-09-25 16:00:13,Here's a doggo questioning his entire existence. 10/10 someone tell him he's a good boy  ,10,10,None,,,,doggo,5357,12842,Vine - Make a Scene
775733305207554048,2016-09-13 16:30:07,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well ,11,10,Anakin,Not Dog,Unknown,0.6139,doggo,4271,14515,Twitter for iPhone
775364825476165632,2016-09-12 16:05:54,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 ,11,10,Finley,Dog,Beagle,0.5712,doggo,3177,7770,Twitter for iPhone
771908950375665664,2016-09-03 03:13:29,"Doggo will persevere. 13/10
",13,10,None,,,,doggo,2019,6877,Twitter for iPhone
768193404517830656,2016-08-23 21:09:14,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 ,8,10,Gerald,Not Dog,Unknown,0.397,doggo,3785,11378,Twitter for iPhone
767191397493538821,2016-08-21 02:47:37,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo ,13,10,None,Not Dog,Unknown,0.7087,doggo,4038,12815,Twitter for iPhone
760893934457552897,2016-08-03 17:43:45,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 ,11,10,Wishes,Dog,Blenheim Spaniel,0.114,doggo,1031,3977,Twitter for iPhone
760521673607086080,2016-08-02 17:04:31,"Doggo want what doggo cannot have. Temptation strong, dog stronger. 12/10  ",12,10,None,,,,doggo,1480,4402,Vine - Make a Scene
759793422261743616,2016-07-31 16:50:42,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time ",12,10,Maggie,Dog,Golden Retriever,0.9859,doggo,2020,6206,Twitter for iPhone
758828659922702336,2016-07-29 00:57:05,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af ,13,10,None,Dog,Chesapeake Bay Retriever,0.48,doggo,4064,11641,Twitter for iPhone
757393109802180609,2016-07-25 01:52:43,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him ,10,10,None,Dog,Labrador Retriever,0.7871,doggo,1847,6055,Twitter for iPhone
756526248105566208,2016-07-22 16:28:07,All hail sky doggo. 13/10 would jump super high to pet ,13,10,None,Not Dog,Unknown,0.9913,doggo,3820,10818,Twitter for iPhone
755206590534418437,2016-07-19 01:04:16,This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner ,14,10,one,Not Dog,Unknown,0.9067,doggo,5700,17105,Twitter for iPhone
752682090207055872,2016-07-12 01:52:49,Nothing better than a doggo and a sunset. 10/10 majestic af ,10,10,None,Dog,German Shepherd,0.3,doggo,1697,6216,Twitter for iPhone
752660715232722944,2016-07-12 00:27:52,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 ",10,10,None,Might Dog,Unknown,0.3393,doggo,1663,4564,Twitter for iPhone
752334515931054080,2016-07-11 02:51:40,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) ,8,10,None,Dog,Bedlington Terrier,0.3992,doggo,1168,3954,Twitter for iPhone
751583847268179968,2016-07-09 01:08:47,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho ,5,10,None,Dog,Dalmatian,0.8683,doggo,1170,4566,Twitter for iPhone
750011400160841729,2016-07-04 17:00:26,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 ,11,10,Piper,Might Dog,Unknown,0.3061,doggo,960,3359,TweetDeck
749075273010798592,2016-07-02 03:00:36,This is Boomer. He's self-baptizing. Other doggo not ready to renounce sins. 11/10 spiritually awakened af ,11,10,Boomer,,,,doggo,2183,5968,Vine - Make a Scene
748932637671223296,2016-07-01 17:33:49,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet ,13,10,Divine,Dog,Borzoi,0.7429,doggo,2389,6038,Twitter for iPhone
748692773788876800,2016-07-01 01:40:41,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo ,10,10,his,Not Dog,Unknown,0.3379,doggo,1400,4393,Twitter for iPhone
745433870967832576,2016-06-22 01:50:58,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around ,10,10,Lenox,Might Dog,Unknown,1.0,doggo,2670,7331,Twitter for iPhone
744234799360020481,2016-06-18 18:26:18,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) ,13,10,None,Dog,Labrador Retriever,0.8253,doggo,82210,161801,Twitter for iPhone
742534281772302336,2016-06-14 01:49:03,"For anyone who's wondering, this is what happens after a doggo catches it's tail... 11/10 ",11,10,None,,,,doggo,3725,7283,Vine - Make a Scene
741067306818797568,2016-06-10 00:39:48,This is just downright precious af. 12/10 for both pupper and doggo ,12,10,just,Dog,Golden Retriever,0.8438,doggo,3244,9765,Twitter for iPhone
739623569819336705,2016-06-06 01:02:55,Here's a doggo that don't need no human. 12/10 independent af (vid by @MichelleLiuCee) ,12,10,None,,,,doggo,1425,3913,Vine - Make a Scene
739238157791694849,2016-06-04 23:31:25,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) ,13,10,None,Dog,Eskimo Dog,0.5034,doggo,60830,119558,Twitter for iPhone
735256018284875776,2016-05-24 23:47:49,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo ,8,10,Kellogg,Dog,Staffordshire Bullterrier,0.5232,doggo,926,3432,Twitter for iPhone
733109485275860992,2016-05-19 01:38:16,"Like father (doggo), like son (pupper). Both 12/10 ",12,10,None,Dog,Golden Retriever,0.9455,doggo,17583,50702,Twitter for iPhone
732375214819057664,2016-05-17 01:00:32,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly ,11,10,Kyle,Might Dog,Unknown,0.9987,doggo,2631,8328,Twitter for iPhone
727644517743104000,2016-05-03 23:42:26,Here's a doggo struggling to cope with the winds. 13/10 ,13,10,None,Dog,Great Pyrenees,0.4572,doggo,1823,6052,Twitter for iPhone
724771698126512129,2016-04-26 01:26:53,Nothin better than a doggo and a sunset. 11/10 ,11,10,None,Dog,German Short Haired Pointer,0.8355,doggo,669,2442,Twitter for iPhone
719991154352222208,2016-04-12 20:50:42,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 ,10,10,None,Dog,Golden Retriever,0.6053,doggo,1817,4963,Twitter for iPhone
716080869887381504,2016-04-02 01:52:38,Here's a super majestic doggo and a sunset 11/10 ,11,10,None,Dog,Golden Retriever,0.6386,doggo,1992,6921,Twitter for iPhone
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13,10,Grizzwald,Dog,Chow,0.988,floofer,3570,21978,Twitter for iPhone
800388270626521089,2016-11-20 17:20:08,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer ,12,10,Doc,Dog,Golden Retriever,0.3599,floofer,3031,11769,Twitter for iPhone
776218204058357768,2016-09-15 00:36:55,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath ,13,10,None,Dog,Samoyed,0.9403,floofer,17094,31430,Twitter for iPhone
749317047558017024,2016-07-02 19:01:20,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with ,12,10,Blu,Might Dog,Unknown,0.0746,floofer,2340,5684,Twitter for iPhone
746542875601690625,2016-06-25 03:17:46,Here's a golden floofer helping with the groceries. Bed got in way. Still 11/10 helpful af (vid by @categoen) ,11,10,None,,,,floofer,1969,5211,Vine - Make a Scene
737445876994609152,2016-05-31 00:49:32,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af ,13,10,None,Dog,Samoyed,0.4006,floofer,4668,10577,Twitter for iPhone
733822306246479872,2016-05-21 00:50:46,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently ,10,10,Moose,Dog,Lhasa,0.4574,floofer,1057,3772,Twitter for iPhone
689993469801164801,2016-01-21 02:10:37,Here we are witnessing a rare High Stepping Alaskan Floofer. 12/10 dangerously petable (vid by @TheMrsNux) ,12,10,None,,,,floofer,475,1504,Vine - Make a Scene
685307451701334016,2016-01-08 03:50:03,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 ,11,10,Petrick,Dog,Pomeranian,0.9632,floofer,460,2141,Twitter for iPhone
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12,10,Roscoe,Dog,French Bulldog,0.9992,pupper,3077,20498,Twitter for iPhone
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12,10,Gus,Dog,Labrador Retriever,0.85,pupper,4717,27390,Twitter for iPhone
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14,10,a,Might Dog,Unknown,0.3869,pupper,15365,47873,Twitter for iPhone
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12,10,Ginger,Dog,Bloodhound,0.5758,pupper,3224,20069,Twitter for iPhone
874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13,10,Jed,Dog,Cocker Spaniel,0.4372,pupper,3986,25318,Twitter for iPhone
873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",12,10,Sierra,Dog,Vizsla,0.6198,pupper,1539,7024,Twitter for iPhone
871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,12,10,Rover,Dog,Labrador Retriever,0.9214,pupper,3394,19751,Twitter for iPhone
866450705531457537,2017-05-22 00:28:40,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",13,10,Jamesy,Dog,French Bulldog,0.9053,pupper,34842,120203,Twitter for iPhone
854120357044912130,2017-04-17 23:52:16,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend ,14,10,None,Dog,Black And Tan Coonhound,0.8549,pupper,7624,32182,Twitter for iPhone
850019790995546112,2017-04-06 16:18:05,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately ,12,10,Boomer,Dog,Shetland Sheepdog,0.7599,pupper,5040,20785,Twitter for iPhone
845306882940190720,2017-03-24 16:10:40,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry ,12,10,Pickles,Dog,Irish Water Spaniel,0.5675,pupper,5612,23916,Twitter for iPhone
837820167694528512,2017-03-04 00:21:08,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you ",12,10,None,Dog,Golden Retriever,0.8876,pupper,8263,35302,Twitter for iPhone
837110210464448512,2017-03-02 01:20:01,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 ,13,10,Clark,Dog,Siberian Husky,0.7677,pupper,2505,16563,Twitter for iPhone
836380477523124226,2017-02-28 01:00:19,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 ",12,10,Ava,Not Dog,Unknown,0.0825,pupper,3134,15251,Twitter for iPhone
833124694597443584,2017-02-19 01:23:00,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet ,12,10,Gidget,Dog,Cardigan,0.7105,pupper,5107,20948,Twitter for iPhone
831315979191906304,2017-02-14 01:35:49,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all ,13,10,None,Dog,Briard,0.9828,pupper,1186,6778,Twitter Web Client
827933404142436356,2017-02-04 17:34:40,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big ,12,10,Kona,Dog,German Shepherd,0.8061,pupper,5555,20924,Twitter for iPhone
824325613288833024,2017-01-25 18:38:36,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk ,13,10,None,Dog,Pembroke,0.9908,pupper,11102,12315,Twitter for iPhone
822462944365645825,2017-01-20 15:17:01,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP ",14,10,Gabe,Dog,Pomeranian,0.9602,pupper,15616,29660,Twitter for iPhone
819238181065359361,2017-01-11 17:42:57,"Some happy pupper news to share. 10/10 for everyone involved 
",10,10,None,,,,pupper,431,2393,Twitter Web Client
815966073409433600,2017-01-02 17:00:46,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 ,13,10,None,Dog,Tibetan Mastiff,0.5063,pupper,9117,23527,Twitter for iPhone
814986499976527872,2016-12-31 00:08:17,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho ,11,10,Cooper,Dog,Dalmatian,0.9998,pupper,1381,8036,Twitter for iPhone
811386762094317568,2016-12-21 01:44:13,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him ,11,10,Craig,Dog,Pembroke,0.8042,pupper,6862,22000,Twitter for iPhone
808733504066486276,2016-12-13 18:01:07,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue ,12,10,None,Might Dog,Unknown,0.7791,pupper,2328,8329,Twitter for iPhone
807621403335917568,2016-12-10 16:22:02,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie ,14,10,Ollie,Dog,Golden Retriever,0.8732,pupper,3953,15341,Twitter for iPhone
803638050916102144,2016-11-29 16:33:36,Pupper hath acquire enemy. 13/10 ,13,10,None,Dog,Labrador Retriever,0.3728,pupper,4441,11560,Twitter for iPhone
800459316964663297,2016-11-20 22:02:27,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely ,12,10,None,Not Dog,Unknown,0.3119,pupper,2325,10010,Twitter for iPhone
797971864723324932,2016-11-14 01:18:12,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af ,12,10,None,Dog,American Staffordshire Terrier,0.4898,pupper,3388,12289,Twitter for iPhone
794205286408003585,2016-11-03 15:51:10,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af ,14,10,Laika,Not Dog,Unknown,0.6627,pupper,3571,9733,Twitter for iPhone
789903600034189313,2016-10-22 18:57:48,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy ,13,10,Ralphy,,,,pupper,4441,10940,Vine - Make a Scene
779377524342161408,2016-09-23 17:50:56,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket ,12,10,None,Not Dog,Unknown,0.1709,pupper,3344,9253,Twitter for iPhone
778039087836069888,2016-09-20 01:12:28,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff ,12,10,None,Dog,German Shepherd,0.7178,pupper,2815,8883,Twitter for iPhone
778027034220126208,2016-09-20 00:24:34,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back ,11,10,Sophie,Dog,Clumber,0.9467,pupper,1730,6865,Twitter for iPhone
776477788987613185,2016-09-15 17:48:25,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper ,11,10,Huck,Dog,Labrador Retriever,0.8848,pupper,2983,9261,Twitter for iPhone
776113305656188928,2016-09-14 17:40:06,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper ,11,10,Sampson,Not Dog,Unknown,0.7775,pupper,4650,12315,Twitter for iPhone
773985732834758656,2016-09-08 20:45:53,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort ,11,10,Winnie,Might Dog,Unknown,0.5992,pupper,4141,11226,Twitter for iPhone
773547596996571136,2016-09-07 15:44:53,This is Chelsea. She forgot how to dog. 11/10 get it together pupper ,11,10,Chelsea,Dog,Norwegian Elkhound,0.3722,pupper,6588,23128,Twitter for iPhone
772193107915964416,2016-09-03 22:02:38,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 ,12,10,Willem,Dog,Pembroke,0.3679,pupper,1483,6317,Twitter for iPhone
